,Negative Peak Time,Negative Peak Energy,Negative Azimuth Angle,Positive Peak Time,Positive Peak Energy,Positive Azimuth Angle,Azimuthal Ram Time,Azimuthal Ram Angle,Flyby,FlybyDate,Flyby velocity,Actuation Direction,Bulk Azimuth,Bulk Time,Bulk Deflection from Ram Angle,Negative Deflection from Ram Angle,Positive Deflection from Ram Angle,ELS crosstrack velocity,IBS crosstrack velocity,Crosstrack velocity,Absolute Crosstrack velocity,Solar Zenith Angle,Altitude,Longitude,Latitude
0,2006-07-22 00:22:28.919912000,49.0,88.18857439937892,2006-07-22 00:22:29.423109000,24.450000762939453,87.68789204735367,2006-07-22 00:22:27.064332000,90.03487869597365,t16,22/7/2006,5949.519722094745,negative,87.9382332233663,2006-07-22 00:22:29.171510500,-2.0966454726073493,-1.8463042965947238,-2.346986648619975,-191.68467486076565,-243.6399126384229,-217.6643714167371,217.6643714167371,113.30857846927216,1093.6147019918567,161.10567610443354,77.67477286793745
1,2006-07-22 00:23:16.511163000,107.4000015258789,89.6125514563555,2006-07-22 00:23:14.571677000,35.189998626708984,87.68275753276794,2006-07-22 00:23:16.921586000,90.02092358594791,t16,22/7/2006,5956.707005504351,positive,88.64765449456172,2006-07-22 00:23:15.541420000,-1.3732690913861916,-0.4083721295924079,-2.3381660531799753,-42.455701801280256,-243.01798110283764,-142.75708441233502,142.75708441233502,111.41593139444754,1029.0235185303275,164.27938384290533,81.86779081844111
2,2006-07-22 00:24:11.723995000,964.0999755859375,88.38001656532288,2006-07-22 00:24:12.438412000,63.880001068115234,87.66779211260928,2006-07-22 00:24:10.096921000,90.0070906829754,t16,22/7/2006,5963.1296021666585,negative,88.02390433896608,2006-07-22 00:24:12.081203500,-1.9831863440093258,-1.6270741176525263,-2.3392985703661253,-169.31700562246567,-243.39777611346565,-206.36137675996594,206.36137675996594,108.89412865214756,975.7906030572641,180.79370577304442,87.00676493320705
3,2006-07-22 00:24:59.850144000,1805.0,89.95421648025513,2006-07-22 00:24:56.979925000,64.94999694824219,87.08909117043822,2006-07-22 00:24:59.891737000,89.99580929757552,t16,22/7/2006,5965.665553503487,positive,88.52165382534668,2006-07-22 00:24:58.415034500,-1.4741554722288441,-0.04159281732039233,-2.906718127137296,-4.330664804233161,-302.5191567835405,-153.47287983178146,153.47287983178146,106.68367405531637,953.9306590164675,298.89100776501147,87.81580628172397
4,2006-07-22 00:25:52.906136000,2112.0,89.1980010266725,2006-07-22 00:25:55.263329000,63.880001068115234,86.84712538157692,2006-07-22 00:25:52.117617000,89.98651717972047,t16,22/7/2006,5965.615799490068,negative,88.02256320412471,2006-07-22 00:25:54.084732500,-1.9639539755957571,-0.788516153047965,-3.1393917981435493,-82.09742452993274,-326.7088025504682,-204.44613525678216,204.44613525678216,103.90788122108636,954.159889403118,325.0224002474706,82.73215658643748
5,2006-07-22 00:26:42.519119000,1805.0,89.62071949607162,2006-07-22 00:26:39.823600000,63.880001068115234,86.93867138988298,2006-07-22 00:26:42.875481000,89.97530111140988,t16,22/7/2006,5963.014955629236,positive,88.2796954429773,2006-07-22 00:26:41.171359500,-1.6956056684325773,-0.3545816153382617,-3.036629721526893,-36.90257811037669,-315.8870118438885,-176.44312119198867,176.44312119198867,101.50471433235228,976.9223095740708,329.00387636050453,78.2473530871585
6,2006-07-22 00:27:36.305901000,125.0999984741211,88.79989092016694,2006-07-22 00:27:38.156319000,37.599998474121094,86.95872067101209,2006-07-22 00:27:35.139615000,89.96034512862921,t16,22/7/2006,5956.469098960552,negative,87.87930579558952,2006-07-22 00:27:37.231110000,-2.0810393330396977,-1.1604542084622693,-3.001624457617126,-120.63256876401672,-311.9061531679935,-216.29727961250657,216.29727961250657,98.638358888421,1030.4043098366435,331.01755392250357,72.98897762137459
7,2006-07-22 00:28:23.962756000,26.34000015258789,88.08588078879075,2006-07-22 00:28:22.521451000,20.040000915527344,87.37243089368712,2006-07-22 00:28:25.841283000,89.94560684639207,t16,22/7/2006,5949.373020224714,positive,87.72915584123893,2006-07-22 00:28:23.242103500,-2.2164510051531323,-1.8597260576013213,-2.5731759527049434,-193.07288350808844,-267.0988697609811,-230.09033616033426,230.09033616033426,96.32475573302598,1094.8777372115158,331.92416303159433,68.80594273282401
8,2006-09-07 20:14:06.705163000,22.209999084472656,91.7539321186232,2006-09-07 20:14:04.361728000,16.700000762939453,89.41902227107221,2006-09-07 20:14:04.942212000,89.99950869590653,t17,7/9/2006,5947.1056735884595,positive,90.5864771948477,2006-09-07 20:14:05.533445500,0.5869684989411752,1.7544234227166697,-0.5804864248343193,182.0746866137195,-60.25147194636709,60.92425411988308,60.92425411988308,56.142154460632874,1124.1111232370924,73.51722187940315,24.70315832422045
9,2006-09-07 20:14:55.570890000,35.84000015258789,91.47932293935446,2006-09-07 20:14:57.345091000,22.1299991607666,89.71227431297302,2006-09-07 20:14:57.058357000,89.99900805753273,t17,7/9/2006,5954.633946772828,negative,90.59579862616374,2006-09-07 20:14:56.457990500,0.5967905686310075,1.4803148818217267,-0.28673374455971157,153.8290025793052,-29.799531078079422,62.02210969195516,62.02210969195516,52.51342541650363,1059.6792505328688,68.45547372309649,24.25562480413191
10,2006-09-07 20:15:50.609205000,67.1500015258789,92.64858920949973,2006-09-07 20:15:48.579001000,24.850000381469727,90.62853673460268,2006-09-07 20:15:47.945791000,89.99849115001601,t17,7/9/2006,5959.407735318079,positive,91.6385629720512,2006-09-07 20:15:49.594103000,1.6400718220351962,2.6500980594837245,0.6300455845866679,275.54183784874044,65.53053109616258,170.5626855070683,170.5626855070683,48.745449023925715,1016.8227877798861,63.06217993399651,23.588570170698816
11,2006-09-07 20:16:37.189251000,67.1500015258789,92.84918635555368,2006-09-07 20:16:38.791656000,27.0,91.2547950212047,2006-09-07 20:16:40.054742000,89.9980294975869,t17,7/9/2006,5961.431422894173,negative,92.05199068837919,2006-09-07 20:16:37.990453500,2.0539611907922932,2.851156857966785,1.2567655236178013,296.53077877645546,130.75170248073172,213.66192178041345,213.66192178041345,45.41068736007397,1000.2189458837283,58.124042768728124,22.805853719729512
12,2006-09-07 20:17:33.610388000,67.1500015258789,92.65490472327747,2006-09-07 20:17:31.699883000,27.0,90.75394927326488,2006-09-07 20:17:30.940123000,89.99768638567382,t17,7/9/2006,5960.596569647364,positive,91.70442699827117,2006-09-07 20:17:32.655135500,1.7067406125973577,2.657218337603652,0.7562628875910633,276.33674801932796,78.6732831184774,177.5294425083559,177.5294425083559,41.86025617604741,1007.5715689688689,52.60539520821466,21.737299096474093
