,Peak Energy,Peak Elevation,Peak Azimuth,Azimuthal Ram Angle,Azimuthal Ram Time,Heavy Anion Peak Time,Heavy Anion Azimuth Angle,Flyby,Spacecraft Potential (LP),Instrument,Actuation Direction,Heavy Cation Peak Time,Heavy Cation Azimuth Angle,Azimuthal Angle to Heavy Ion,Azimuthal Angle to Ram,Deflection from Bulk,Bulk Azimuth,Bulk Time,Bulk Deflection from Ram Angle
2007-06-13 17:44:17.911120,24.18064653718675,,86.26949781662552,90.0124217877226,2007-06-13 17:44:21.672885,,,t32,-0.7837500000000001,ibs,positive,2007-06-13 17:44:19.014075,87.3669288901192,-1.0974310734936807,-3.7429239710970847,-2.378145540506466,88.64764335713198,2007-06-13 17:44:20.301236500,-1.3647784305906185
2007-06-13 17:44:19.474300,8.264820618256913,-0.670696032788349,87.82484862984165,90.0123345461828,2007-06-13 17:44:21.672797,2007-06-13 17:44:21.588398,89.92835782414477,t32,-0.78125,els,positive,,,-2.103509194303115,-2.1874859163411458,-0.8227947272903293,88.64764335713198,2007-06-13 17:44:20.301236500,-1.3646911890508164
2007-06-13 17:44:19.483632,275.25745687778317,-0.43810150065428105,87.834134067798,90.0123339842905,2007-06-13 17:44:21.672797,2007-06-13 17:44:21.588398,89.92835782414477,t32,-0.78125,els,positive,,,-2.0942237563467643,-2.1781999164925026,-0.8135092893339788,88.64764335713198,2007-06-13 17:44:20.301236500,-1.3646906271585237
2007-06-13 17:44:20.283525,3.549656225869352,-0.07953642709788393,88.63002054858407,90.01228401349884,2007-06-13 17:44:21.672747,2007-06-13 17:44:21.588398,89.92835782414477,t32,-0.78,els,positive,,,-1.298337275560698,-1.3822634649147716,-0.017622808547912427,88.64764335713198,2007-06-13 17:44:20.301236500,-1.3646406563668592
2007-06-13 17:45:06.316834,3.5691943691253902,-0.17732526436974383,92.17908854293091,90.00988880453617,2007-06-13 17:45:09.334260,2007-06-13 17:45:10.180339,89.16803455878926,t32,-0.7325000039166667,els,negative,,,3.011053984141654,2.169199738394738,3.8432814181419417,88.33580712478897,2007-06-13 17:45:11.016743000,-1.6740816797472036
2007-06-13 17:45:07.894326,8.13879443895254,-0.2554017608168752,91.39032449063143,90.0098097347257,2007-06-13 17:45:09.334339,2007-06-13 17:45:10.180339,89.16803455878926,t32,-0.731250004125,els,negative,,,2.2222899318421696,1.3805147559057218,3.0545173658424574,88.33580712478897,2007-06-13 17:45:11.016743000,-1.6740026099367356
2007-06-13 17:45:09.615088,231.92359686288583,-0.582086413301852,89.73046312398401,90.00971396479581,2007-06-13 17:45:09.334436,2007-06-13 17:45:10.180339,89.16803455878926,t32,-0.7287500045416667,els,negative,,,0.5624285651947503,-0.2792508408117982,1.394655999195038,88.33580712478897,2007-06-13 17:45:11.016743000,-1.6739068400068362
2007-06-13 17:45:10.286271,10.505608241870885,,89.06263152642714,90.00968772281611,2007-06-13 17:45:09.334462,,,t32,-0.72750000475,ibs,negative,2007-06-13 17:45:11.853147,87.50357969078868,1.5590518356384564,-0.9470561963889708,0.7268244016381686,88.33580712478897,2007-06-13 17:45:11.016743000,-1.6738805980271394
2007-06-13 17:45:10.367190,15.218107613705548,,88.982116800531,90.00968449484245,2007-06-13 17:45:09.334465,,,t32,-0.72750000475,ibs,negative,2007-06-13 17:45:11.853147,87.50357969078868,1.4785371097423194,-1.0275676943114433,0.6463096757420317,88.33580712478897,2007-06-13 17:45:11.016743000,-1.673877370053475
2007-06-13 17:45:10.402015,12.901486101340659,,88.94746561087322,90.00968309905446,2007-06-13 17:45:09.334467,,,t32,-0.72750000475,ibs,negative,2007-06-13 17:45:11.853147,87.50357969078868,1.44388592008454,-1.0622174881812327,0.6116584860842522,88.33580712478897,2007-06-13 17:45:11.016743000,-1.673875974265485
2007-06-13 17:45:10.404397,17.65888071780297,,88.94509546542031,90.00968300354045,2007-06-13 17:45:09.334467,,,t32,-0.72750000475,ibs,negative,2007-06-13 17:45:11.853147,87.50357969078868,1.4415157746316254,-1.0645875381201364,0.6092883406313376,88.33580712478897,2007-06-13 17:45:11.016743000,-1.673875878751474
2007-06-13 17:45:10.411479,5.9754502172343935,,88.93804884340716,90.00968271888725,2007-06-13 17:45:09.334467,,,t32,-0.72750000475,ibs,negative,2007-06-13 17:45:11.853147,87.50357969078868,1.434469152618476,-1.0716338754800887,0.6022417186181883,88.33580712478897,2007-06-13 17:45:11.016743000,-1.673875594098277
