Peak Time,Peak Energy,Peak Elevation,Peak Azimuth,Azimuthal Ram Angle,Heavy Anion Azimuth Angle,Flyby,Spacecraft Potential (LP),Instrument,Actuation Direction,Heavy Cation Azimuth Angle,Heavy Anion Azimuthal Deflection,Heavy Cation Azimuthal Deflection,Azimuthal Angle to Ram,Abs Azimuthal Angle to Ram,Deflection from Bulk,Bulk Deflection from Ram
12:52.4,26.66950373,,86.68414807,90.11129523,,t25,-0.57458355,ibs,negative,87.03956604,,-0.355417973,-3.427147168,3.427147168,-1.499749761,1.144331788
13:38.0,5.939914209,,89.03126121,90.10759972,,t25,-0.6,ibs,positive,91.02959824,,-1.99833703,-1.076338516,1.076338516,-2.739760929,0.741423899
13:38.5,7.936265993,,89.49284029,90.10753265,,t25,-0.600625,ibs,positive,91.02959824,,-1.536757946,-0.614692363,0.614692363,-2.278181845,0.741423899
13:39.3,10.55208467,,90.34782001,90.10742013,,t25,-0.60125,ibs,positive,91.02959824,,-0.681778226,0.24039988,0.24039988,-1.423202125,0.741423899
13:39.4,13.01573437,,90.41381326,90.10741206,,t25,-0.60125,ibs,positive,91.02959824,,-0.615784972,0.3064012,0.3064012,-1.357208871,0.741423899
13:39.5,15.24658149,,90.53154366,90.10739791,,t25,-0.60125,ibs,positive,91.02959824,,-0.498054575,0.424145755,0.424145755,-1.239478474,0.741423899
13:39.6,17.80474229,,90.58324664,90.10739178,,t25,-0.60125,ibs,positive,91.02959824,,-0.446351593,0.475854862,0.475854862,-1.187775491,0.741423899
13:39.7,19.94410318,,90.69588759,90.10737864,,t25,-0.60125,ibs,positive,91.02959824,,-0.333710647,0.588508952,0.588508952,-1.075134546,0.741423899
13:39.8,25.46348045,,90.79770865,90.10736699,,t25,-0.60125,ibs,positive,91.02959824,,-0.23188959,0.690341658,0.690341658,-0.973313489,0.741423899
13:40.7,8.625030374,-8.461789533,91.74933669,90.10726882,90.0345993,t25,-0.601875,els,positive,,1.714737388,,1.642067869,1.642067869,0.973313489,0.741423899
13:44.2,3.76883184,-8.574038601,95.21423608,90.10695368,90.0345993,t25,-0.604375,els,positive,,5.179636774,,5.107282396,5.107282396,4.438212875,0.741423899
14:23.5,3.62573843,-12.61463072,97.54071258,90.10480856,93.01462555,t25,-0.695,els,negative,,4.526087028,,7.435904012,7.435904012,4.328810927,0.1972761
14:27.1,8.328206612,-12.88371292,93.97849751,90.10488563,93.01462555,t25,-0.698333333,els,negative,,0.963871956,,3.873611873,3.873611873,0.766595856,0.1972761
14:34.6,19.68781426,,87.47031495,90.10516597,,t25,-0.704166667,ibs,negative,88.0396347,,-0.569319755,-2.634851023,2.634851023,-0.766595856,0.1972761
14:34.6,5.801158555,,87.46475387,90.1051663,,t25,-0.704166667,ibs,negative,88.0396347,,-0.574880834,-2.640412432,2.640412432,-0.772156934,0.1972761
14:34.7,15.05660441,,87.37148636,90.10517199,,t25,-0.704166667,ibs,negative,88.0396347,,-0.668148345,-2.733685635,2.733685635,-0.865424445,0.1972761
14:34.7,8.011767454,,87.34601528,90.1051736,,t25,-0.704166667,ibs,negative,88.0396347,,-0.693619423,-2.759158315,2.759158315,-0.890895523,0.1972761
14:34.7,17.63092746,,87.31925179,90.1051753,,t25,-0.704166667,ibs,negative,88.0396347,,-0.720382915,-2.785923513,2.785923513,-0.917659015,0.1972761
14:34.8,12.8511282,,87.28454309,90.10517755,,t25,-0.704166667,ibs,negative,88.0396347,,-0.755091618,-2.820634461,2.820634461,-0.952367718,0.1972761
14:34.8,10.39564354,,87.27309545,90.1051783,,t25,-0.704166667,ibs,negative,88.0396347,,-0.766539251,-2.832082843,2.832082843,-0.963815351,0.1972761
15:21.4,5.748770031,,89.46628354,90.1057577,,t25,-0.68,ibs,positive,90.0296669,,-0.563383358,-0.639474156,0.639474156,-1.094928703,0.531545344
15:21.6,8.028552069,,89.65633236,90.1057368,,t25,-0.68,ibs,positive,90.0296669,,-0.373334545,-0.449404441,0.449404441,-0.904879889,0.531545344
15:21.8,10.33846415,,89.84446984,90.10571739,,t25,-0.68,ibs,positive,90.0296669,,-0.185197063,-0.26124755,0.26124755,-0.716742407,0.531545344
15:21.9,8.396470465,-16.62360674,89.92954913,90.10570903,89.03466797,t25,-0.68,els,positive,,0.894881159,,-0.176159902,0.176159902,0.363335815,0.531545344
15:22.1,12.80057779,,90.11239409,90.10569195,,t25,-0.68,ibs,positive,90.0296669,,0.082727192,0.006702144,0.006702144,-0.448818152,0.531545344
15:22.2,14.99857879,,90.18288278,90.10568569,,t25,-0.68,ibs,positive,90.0296669,,0.153215883,0.077197098,0.077197098,-0.378329462,0.531545344
15:22.2,19.80373012,,90.19787643,90.10568438,,t25,-0.68,ibs,positive,90.0296669,,0.16820953,0.092192054,0.092192054,-0.363335815,0.531545344
15:22.2,17.54019814,,90.27032224,90.10567817,,t25,-0.68,ibs,positive,90.0296669,,0.240655337,0.164644072,0.164644072,-0.290890008,0.531545344
15:22.5,3.613518057,-16.79590308,90.5339712,90.10565716,89.03466797,t25,-0.68,els,positive,,1.499303232,,0.428314043,0.428314043,0.967757888,0.531545344
21:07.2,8.32772447,51.07199564,95.88572623,90.06134355,90.43015289,t27,-0.680833333,els,negative,,5.455573335,,5.824382675,5.824382675,2.844716202,2.610857132
21:08.3,3.388837864,46.2658204,95.35700423,90.0624766,90.43015289,t27,-0.676666667,els,negative,,4.926851332,,5.294527626,5.294527626,2.3159942,2.610857132
21:20.2,23.31825784,,84.22619342,90.06317602,,t27,-0.626666667,ibs,negative,84.46005249,,-0.23385907,-5.836982595,5.836982595,-2.844716202,2.610857132
21:20.3,20.5540303,,84.18218182,90.06308975,,t27,-0.626666667,ibs,negative,84.46005249,,-0.277870667,-5.880907931,5.880907931,-2.8887278,2.610857132
21:20.4,18.31605698,,84.07284874,90.0628754,,t27,-0.626666667,ibs,negative,84.46005249,,-0.387203746,-5.990026655,5.990026655,-2.998060878,2.610857132
21:20.6,15.89880891,,83.8515147,90.06244118,,t27,-0.626666667,ibs,negative,84.46005249,,-0.608537791,-6.21092648,6.21092648,-3.219394923,2.610857132
21:20.6,13.41502869,,83.83608598,90.0624109,,t27,-0.626666667,ibs,negative,84.46005249,,-0.62396651,-6.226324917,6.226324917,-3.234823642,2.610857132
21:20.8,10.89901955,,83.64199565,90.0620298,,t27,-0.626666667,ibs,negative,84.46005249,,-0.81805684,-6.420034144,6.420034144,-3.428913972,2.610857132
21:21.3,8.50316451,,83.15338301,90.06106913,,t27,-0.6225,ibs,negative,84.46005249,,-1.306669475,-6.907686112,6.907686112,-3.917526608,2.610857132
22:05.3,10.82126369,,85.70370343,90.03877055,,t27,-0.475833333,ibs,positive,88.43930054,,-2.735597112,-4.335067121,4.335067121,-2.512894794,-0.222702317
22:05.5,13.28389745,,85.92508728,90.03877481,,t27,-0.475833333,ibs,positive,88.43930054,,-2.514213259,-4.113687532,4.113687532,-2.291510942,-0.222702317
22:05.6,15.42738267,,86.08756569,90.03877599,,t27,-0.475833333,ibs,positive,88.43930054,,-2.351734849,-3.951210303,3.951210303,-2.129032532,-0.222702317
22:06.9,18.11842069,,87.38898873,90.03872609,,t27,-0.475,ibs,positive,88.43930054,,-1.05031181,-2.649737366,2.649737366,-0.827609493,-0.222702317
22:07.1,20.54551353,,87.54296754,90.03871322,,t27,-0.474166667,ibs,positive,88.43930054,,-0.896332997,-2.495745677,2.495745677,-0.67363068,-0.222702317
22:07.2,26.64119472,,87.59451554,90.03870858,,t27,-0.474166667,ibs,positive,88.43930054,,-0.844785002,-2.444193042,2.444193042,-0.622082685,-0.222702317
22:08.4,99.42063319,47.11256811,88.8386809,90.03854658,88.43930054,t27,-0.473333333,els,positive,,0.399380367,,-1.199865672,1.199865672,0.622082685,-0.222702317
22:16.5,8.470732871,48.92290868,95.74195497,90.03791961,88.43930054,t27,-0.466666667,els,positive,,7.302654434,,5.704035361,5.704035361,7.525356751,-0.222702317
22:39.4,3.651438486,45.24739653,101.4887941,90.03619233,91.42853546,t27,-0.4475,els,negative,,10.06025868,,11.45260182,11.45260182,10.16025381,-0.099995131
22:47.0,8.380975988,46.49188085,98.01062327,90.03578277,91.42853546,t27,-0.441666667,els,negative,,6.58208781,,7.974840505,7.974840505,6.682082941,-0.099995131
22:56.2,98.84479683,44.96078091,91.20492686,90.03512927,91.42853546,t27,-0.43,els,negative,,-0.223608605,,1.169797584,1.169797584,-0.123613474,-0.099995131
23:02.0,27.66100988,,85.47206652,90.03472131,,t27,-0.42375,ibs,negative,85.44844818,,0.023618343,-4.562654785,4.562654785,0.123613474,-0.099995131
23:02.0,20.24214894,,85.43332276,90.03471388,,t27,-0.4225,ibs,negative,85.44844818,,-0.015125418,-4.601391112,4.601391112,0.084869713,-0.099995131
23:02.1,18.03717196,,85.34936481,90.03469723,,t27,-0.4225,ibs,negative,85.44844818,,-0.099083373,-4.685332424,4.685332424,0.000911758,-0.099995131
23:02.2,13.13615426,,85.26150842,90.0346791,,t27,-0.4225,ibs,negative,85.44844818,,-0.186939757,-4.77317068,4.77317068,-0.086944626,-0.099995131
23:02.2,15.40357301,,85.24949762,90.03467657,,t27,-0.4225,ibs,negative,85.44844818,,-0.19895056,-4.785178949,4.785178949,-0.098955429,-0.099995131
23:02.3,10.70050032,,85.17093953,90.03465966,,t27,-0.4225,ibs,negative,85.44844818,,-0.277508647,-4.863720125,4.863720125,-0.177513517,-0.099995131
23:04.1,8.10332688,,83.31981794,90.03429744,,t27,-0.42,ibs,negative,85.44844818,,-2.128630246,-6.714479505,6.714479505,-2.028635115,-0.099995131
23:44.1,5.981562431,,81.52852804,90.03148554,,t27,-0.41,ibs,positive,85.44771576,,-3.919187718,-8.502957499,8.502957499,-4.845757382,0.926569665
23:46.1,7.912070157,,83.51282123,90.03106273,,t27,-0.41,ibs,positive,85.44771576,,-1.934894525,-6.518241499,6.518241499,-2.861464189,0.926569665
23:47.8,10.50774661,,85.21233643,90.03123521,,t27,-0.41,ibs,positive,85.44771576,,-0.235379328,-4.818898777,4.818898777,-1.161948992,0.926569665
23:48.1,12.97005416,,85.50024286,90.03123721,,t27,-0.41,ibs,positive,85.44771576,,0.052527103,-4.530994345,4.530994345,-0.874042562,0.926569665
23:48.3,15.16450715,,85.78034561,90.03123165,,t27,-0.41,ibs,positive,85.44771576,,0.33262985,-4.250886044,4.250886044,-0.593939814,0.926569665
23:48.6,17.77137831,,86.04201578,90.03121981,,t27,-0.41,ibs,positive,85.44771576,,0.594300023,-3.989204028,3.989204028,-0.332269642,0.926569665
23:48.8,19.96305041,,86.22406586,90.03120778,,t27,-0.41,ibs,positive,85.44771576,,0.776350096,-3.807141926,3.807141926,-0.150219569,0.926569665
23:49.6,28.95553844,,87.0156509,90.03111938,,t27,-0.41,ibs,positive,85.44771576,,1.567935145,-3.015468477,3.015468477,0.64136548,0.926569665
23:50.3,98.27237204,38.12373294,87.73288943,90.03098838,87.44768524,t27,-0.41,els,positive,,0.285204184,,-2.298098951,2.298098951,-0.64136548,0.926569665
23:55.8,8.442457079,40.09364584,93.20236739,90.03063828,87.44768524,t27,-0.41,els,positive,,5.754682153,,3.171729116,3.171729116,4.828112488,0.926569665
24:14.5,3.748577323,42.39578475,101.4872887,90.02901459,87.44768524,t27,-0.41,els,extrema,,14.03960344,,11.4582741,11.4582741,13.54011734,0.499486099
24:35.2,8.002708309,35.94495977,94.22328143,90.02791235,90.42688751,t27,-0.42375,els,negative,,3.796393916,,4.195369075,4.195369075,3.296907817,0.499486099
24:39.7,97.70309052,33.43548569,90.60078079,90.02755262,90.42688751,t27,-0.42875,els,negative,,0.173893275,,0.573228165,0.573228165,-0.325592824,0.499486099
24:45.1,17.49153305,,85.31804756,90.0271815,,t27,-0.43625,ibs,negative,84.45679474,,0.861252821,-4.709133938,4.709133938,0.361766722,0.499486099
24:45.2,19.64428054,,85.28187366,90.02718346,,t27,-0.43625,ibs,negative,84.45679474,,0.825078923,-4.7453098,4.7453098,0.325592824,0.499486099
24:45.5,14.70404144,,84.94952259,90.0271984,,t27,-0.43625,ibs,negative,84.45679474,,0.492727854,-5.077675804,5.077675804,-0.006758245,0.499486099
24:45.8,12.73017984,,84.63183144,90.02720743,,t27,-0.43625,ibs,negative,84.45679474,,0.175036697,-5.395375993,5.395375993,-0.324449401,0.499486099
24:46.8,10.2255615,,83.65450681,90.02720313,,t27,-0.4375,ibs,negative,84.45679474,,-0.802287925,-6.372696317,6.372696317,-1.301774024,0.499486099
24:47.5,7.773419106,,82.98945262,90.02717256,,t27,-0.43875,ibs,negative,84.45679474,,-1.467342114,-7.037719938,7.037719938,-1.966828213,0.499486099
24:48.8,5.703761405,,81.69561187,90.0270496,,t27,-0.44,ibs,negative,84.45679474,,-2.761182869,-8.331437733,8.331437733,-3.260668968,0.499486099
25:26.5,5.665891166,,81.72300229,90.02628118,,t27,-0.4875,ibs,positive,86.44606781,,-4.723065518,-8.303278888,8.303278888,-4.786833435,0.063767917
25:28.6,7.88126443,,83.02739082,90.02631097,,t27,-0.49,ibs,positive,86.44606781,,-3.418676987,-6.998920151,6.998920151,-3.482444903,0.063767917
25:30.1,10.26715444,,84.60285637,90.02633725,,t27,-0.4925,ibs,positive,86.44606781,,-1.843211436,-5.42348088,5.42348088,-1.906979353,0.063767917
25:30.9,12.75678082,,85.31812011,90.02634579,,t27,-0.4925,ibs,positive,86.44606781,,-1.127947703,-4.70822568,4.70822568,-1.191715619,0.063767917
25:31.2,14.82520148,,85.69490409,90.02635063,,t27,-0.49375,ibs,positive,86.44606781,,-0.751163715,-4.331446532,4.331446532,-0.814931632,0.063767917
25:31.7,19.65304958,,86.13279496,90.02635655,,t27,-0.49375,ibs,positive,86.44606781,,-0.313272851,-3.893561591,3.893561591,-0.377040767,0.063767917
25:31.7,17.48788838,,86.17171503,90.02635709,,t27,-0.49375,ibs,positive,86.44606781,,-0.274352777,-3.854642059,3.854642059,-0.338120693,0.063767917
25:32.4,96.25732484,31.72758002,86.88687649,90.02636751,86.44606781,t27,-0.495,els,positive,,0.440808684,,-3.139491016,3.139491016,0.377040767,0.063767917
25:36.7,7.945004759,33.22158718,91.13802062,90.02643929,86.44606781,t27,-0.5,els,positive,,4.691952808,,1.111581331,1.111581331,4.628184891,0.063767917
25:42.6,3.578783249,37.16047254,96.12383782,90.02652578,86.44606781,t27,-0.495,els,positive,,9.677770007,,6.097312039,6.097312039,9.614002091,0.063767917
44:19.5,8.264820622,-0.670696033,87.82484863,90.01233455,88.34791565,t32,-0.78125,els,positive,,-0.52306702,,-2.187485916,2.187485916,-0.221958784,-0.301108235
44:19.5,235,-0.438101501,87.83413407,90.01233398,88.34791565,t32,-0.78125,els,positive,,-0.513781582,,-2.178199916,2.178199916,-0.212673346,-0.301108235
44:19.6,6.027272899,,87.92134606,90.01232868,,t32,-0.78125,ibs,positive,89.34290695,,-1.421560887,-2.090982619,2.090982619,-1.120452652,-0.301108235
44:20.1,8.076036776,,88.43685986,90.01229647,,t32,-0.78,ibs,positive,89.34290695,,-0.906047093,-1.57543661,1.57543661,-0.604938858,-0.301108235
44:20.1,10.63580252,,88.47398501,90.01229409,,t32,-0.78,ibs,positive,89.34290695,,-0.868921947,-1.538309086,1.538309086,-0.567813712,-0.301108235
44:20.3,3.549656169,-0.079536427,88.63002055,90.01228401,88.34791565,t32,-0.78,els,positive,,0.282104899,,-1.382263465,1.382263465,0.583213134,-0.301108235
44:20.3,13.0926147,,88.69307029,90.0122799,,t32,-0.78,ibs,positive,89.34290695,,-0.649836662,-1.319209612,1.319209612,-0.348728427,-0.301108235
44:20.6,15.27291211,,88.98854587,90.01226034,,t32,-0.78,ibs,positive,89.34290695,,-0.354361083,-1.023714469,1.023714469,-0.053252848,-0.301108235
44:20.7,17.86788271,,89.05779927,90.01225568,,t32,-0.78,ibs,positive,89.34290695,,-0.285107686,-0.954456415,0.954456415,0.016000549,-0.301108235
44:20.8,20.17590515,,89.16843717,90.01224819,,t32,-0.78,ibs,positive,89.34290695,,-0.174469778,-0.843811013,0.843811013,0.126638457,-0.301108235
44:20.9,24.18064654,,89.25447206,90.01224231,,t32,-0.78,ibs,positive,89.34290695,,-0.088434889,-0.757770248,0.757770248,0.212673346,-0.301108235
45:06.3,3.569194531,-0.177325264,92.17908854,90.0098888,91.33748627,t32,-0.732500004,els,negative,,0.841602276,,2.169199738,2.169199738,1.044224926,-0.20262265
45:07.9,8.138794501,-0.255401761,91.39032449,90.00980973,91.33748627,t32,-0.731250004,els,negative,,0.052838224,,1.380514756,1.380514756,0.255460873,-0.20262265
45:09.6,235,-0.582086413,89.73046312,90.00971396,91.33748627,t32,-0.728750005,els,negative,,-1.607023143,,-0.279250841,0.279250841,-1.404400493,-0.20262265
45:13.3,10.50560824,,86.07117911,90.00955412,,t32,-0.723750005,ibs,negative,84.36243057,,1.708748541,-3.938375009,3.938375009,1.91137119,-0.20262265
45:13.4,15.21810761,,85.99025971,90.00955013,,t32,-0.723750005,ibs,negative,84.36243057,,1.627829134,-4.019290422,4.019290422,1.830451784,-0.20262265
45:13.4,12.9014861,,85.95543435,90.0095484,,t32,-0.723750005,ibs,negative,84.36243057,,1.593003782,-4.054114049,4.054114049,1.795626432,-0.20262265
45:13.4,17.65888072,,85.9530523,90.00954829,,t32,-0.723750005,ibs,negative,84.36243057,,1.590621724,-4.056495989,4.056495989,1.793244374,-0.20262265
45:13.4,5.975450217,,85.94597026,90.00954793,,t32,-0.723750005,ibs,negative,84.36243057,,1.583539684,-4.063577677,4.063577677,1.786162334,-0.20262265
45:13.4,19.98604705,,85.94525213,90.0095479,,t32,-0.723750005,ibs,negative,84.36243057,,1.582821562,-4.064295764,4.064295764,1.785444212,-0.20262265
45:13.5,7.866535575,,85.90399682,90.00954585,,t32,-0.723750005,ibs,negative,84.36243057,,1.54156625,-4.105549026,4.105549026,1.7441889,-0.20262265
45:13.8,27.27289388,,85.56420842,90.00952877,,t32,-0.723750005,ibs,negative,84.36243057,,1.201777844,-4.445320354,4.445320354,1.404400493,-0.20262265
46:02.1,235,-0.085353963,87.46207757,90.00768155,87.35701752,t32,-0.700000013,els,positive,,0.10506005,,-2.545603979,2.545603979,0.676668641,-0.571608591
46:02.2,8.015581594,0.028288171,87.5310406,90.00767957,87.35701752,t32,-0.700000013,els,positive,,0.174023085,,-2.47663897,2.47663897,0.745631675,-0.571608591
46:02.5,3.48440513,0.154448506,87.89427103,90.00766913,87.35701752,t32,-0.700000013,els,positive,,0.537253514,,-2.113398104,2.113398104,1.108862104,-0.571608591
46:03.0,5.977166821,,88.34404899,90.00765613,,t32,-0.700000013,ibs,positive,90.34199142,,-1.997942433,-1.663607136,1.663607136,-1.426333842,-0.571608591
46:03.1,7.831450988,,88.43149679,90.00765359,,t32,-0.700000013,ibs,positive,90.34199142,,-1.910494635,-1.576156799,1.576156799,-1.338886044,-0.571608591
46:03.1,10.44544342,,88.45267903,90.00765297,,t32,-0.700000013,ibs,positive,90.34199142,,-1.889312393,-1.554973941,1.554973941,-1.317703802,-0.571608591
46:03.2,12.90065839,,88.56777676,90.00764963,,t32,-0.700000013,ibs,positive,90.34199142,,-1.774214666,-1.439872867,1.439872867,-1.202606076,-0.571608591
46:03.3,17.6167272,,88.62845426,90.00764786,,t32,-0.700000013,ibs,positive,90.34199142,,-1.713537169,-1.379193602,1.379193602,-1.141928578,-0.571608591
46:03.3,15.20468403,,88.6420847,90.00764746,,t32,-0.700000013,ibs,positive,90.34199142,,-1.699906728,-1.365562765,1.365562765,-1.128298138,-0.571608591
46:03.3,20.00221114,,88.69766875,90.00764584,,t32,-0.700000013,ibs,positive,90.34199142,,-1.644322676,-1.309977092,1.309977092,-1.072714086,-0.571608591
46:03.7,28.56860755,,89.09371419,90.00763484,,t32,-0.700000013,ibs,positive,90.34199142,,-1.248277231,-0.91392065,0.91392065,-0.676668641,-0.571608591
46:49.8,3.479630639,-0.16924864,91.52134755,90.00684165,89.34657288,t32,-0.672500002,els,negative,,2.174774669,,1.514505892,1.514505892,2.008093496,0.166681174
46:51.2,7.947480872,-0.111978784,90.15180696,90.00683403,89.34657288,t32,-0.670833335,els,negative,,0.805234088,,0.144972936,0.144972936,0.638552914,0.166681174
46:52.0,235,-0.442363541,89.30830989,90.00682664,89.34657288,t32,-0.670000001,els,negative,,-0.038262987,,-0.69851675,0.69851675,-0.20494416,0.166681174
46:55.6,5.94930969,,85.78634566,90.00679235,,t32,-0.671250001,ibs,negative,84.36153412,,1.424811543,-4.220446685,4.220446685,1.258130369,0.166681174
46:56.6,7.860600247,,84.79759155,90.00678804,,t32,-0.671666668,ibs,negative,84.36153412,,0.436057431,-5.209196487,5.209196487,0.269376258,0.166681174
46:56.6,30.13242497,,84.73315945,90.00678784,,t32,-0.671666668,ibs,negative,84.36153412,,0.371625334,-5.273628387,5.273628387,0.20494416,0.166681174
46:56.6,15.11300598,,84.72459644,90.00678781,,t32,-0.671666668,ibs,negative,84.36153412,,0.363062317,-5.282191379,5.282191379,0.196381144,0.166681174
46:56.7,12.89826005,,84.68076222,90.00678769,,t32,-0.671666668,ibs,negative,84.36153412,,0.319228099,-5.326025469,5.326025469,0.152546925,0.166681174
46:56.7,17.61980554,,84.67962494,90.00678768,,t32,-0.671666668,ibs,negative,84.36153412,,0.318090823,-5.327162742,5.327162742,0.15140965,0.166681174
46:56.7,19.98208177,,84.64980763,90.0067876,,t32,-0.671666668,ibs,negative,84.36153412,,0.288273515,-5.356979966,5.356979966,0.121592342,0.166681174
46:56.7,10.43997914,,84.63670429,90.00678756,,t32,-0.671666668,ibs,negative,84.36153412,,0.275170174,-5.370083272,5.370083272,0.108489,0.166681174
47:44.8,235,-0.341688804,87.16697733,90.00652896,86.35611725,t32,-0.661666667,els,positive,,0.810860086,,-2.839551628,2.839551628,0.553741915,0.25711817
47:45.2,8.496414944,-0.341577568,87.58921591,90.00652823,86.35611725,t32,-0.662083333,els,positive,,1.233098664,,-2.417312315,2.417312315,0.975980494,0.25711817
47:45.7,5.93603762,,88.08398325,90.00652467,,t32,-0.662083333,ibs,positive,89.34109116,,-1.25710791,-1.922541426,1.922541426,-1.51422608,0.25711817
47:46.0,3.643936988,-0.197137338,88.38701181,90.00651465,86.35611725,t32,-0.6625,els,positive,,2.030894564,,-1.619502839,1.619502839,1.773776394,0.25711817
47:46.0,7.996375778,,88.39566244,90.00651437,,t32,-0.6625,ibs,positive,89.34109116,,-0.945428718,-1.610851934,1.610851934,-1.202546888,0.25711817
47:46.2,10.562473,,88.52532764,90.00651023,,t32,-0.6625,ibs,positive,89.34109116,,-0.815763514,-1.481182587,1.481182587,-1.072881685,0.25711817
47:46.3,13.04579761,,88.68623459,90.0065052,,t32,-0.6625,ibs,positive,89.34109116,,-0.654856568,-1.320270615,1.320270615,-0.911974738,0.25711817
47:46.5,15.18544684,,88.81708591,90.00650121,,t32,-0.6625,ibs,positive,89.34109116,,-0.524005242,-1.189415297,1.189415297,-0.781123413,0.25711817
47:46.6,17.8318045,,88.89689817,90.00649882,,t32,-0.6625,ibs,positive,89.34109116,,-0.444192986,-1.109600648,1.109600648,-0.701311157,0.25711817
47:46.7,20.03315499,,89.00990334,90.00649548,,t32,-0.6625,ibs,positive,89.34109116,,-0.331187816,-0.996592143,0.996592143,-0.588305987,0.25711817
47:46.7,24.48975648,,89.04446741,90.00649448,,t32,-0.6625,ibs,positive,89.34109116,,-0.296623745,-0.962027064,0.962027064,-0.553741915,0.25711817
33:29.4,22.7891966,-26.74605248,5.717671106,3.012077713,6.091094494,t46,-0.663333333,els,negative,,-0.373423388,,2.705593392,2.705593392,0.072666348,-0.446089735
33:30.6,7.896701638,-25.99467243,4.544096631,3.180736941,6.091094494,t46,-0.664166667,els,negative,,-1.546997863,,1.363359691,1.363359691,-1.100908127,-0.446089735
33:31.7,3.565157344,-27.28588502,3.377649238,3.347841023,6.091094494,t46,-0.665,els,negative,,-2.713445256,,0.029808215,0.029808215,-2.267355521,-0.446089735
33:32.5,17.07591994,,2.587338873,3.462922788,,t46,-0.665833333,ibs,negative,3.106094956,,-0.518756083,-0.875583915,0.875583915,-0.072666348,-0.446089735
33:33.3,9.985625338,,1.815492809,3.585802244,,t46,-0.666666667,ibs,negative,3.106094956,,-1.290602147,-1.770309435,1.770309435,-0.844512412,-0.446089735
33:33.3,7.774364757,,1.811946511,3.586366126,,t46,-0.666666667,ibs,negative,3.106094956,,-1.294148445,-1.774419615,1.774419615,-0.84805871,-0.446089735
33:33.4,12.44555975,,1.7396399,3.597862424,,t46,-0.666666667,ibs,negative,3.106094956,,-1.366455057,-1.858222524,1.858222524,-0.920365321,-0.446089735
33:33.5,5.468252411,,1.607839275,3.618811349,,t46,-0.666666667,ibs,negative,3.106094956,,-1.498255681,-2.010972074,2.010972074,-1.052165946,-0.446089735
33:33.5,14.59843012,,1.566507079,3.62537912,,t46,-0.666666667,ibs,negative,3.106094956,,-1.539587877,-2.058872041,2.058872041,-1.093498142,-0.446089735
34:35.6,3.560144366,,10.71606353,12.77747253,,t46,-0.7375,ibs,positive,15.05611086,,-4.340047331,-2.061408999,2.061408999,-3.906331229,-0.433716102
34:37.6,5.559275615,,12.69055598,13.05128882,,t46,-0.74,ibs,positive,15.05611086,,-2.365554878,-0.360732843,0.360732843,-1.931838776,-0.433716102
34:38.3,3.466752402,-12.14150231,13.38203102,13.14696284,14.0611105,t46,-0.7425,els,positive,,-0.67907948,,0.235068174,0.235068174,-0.245363377,-0.433716102
34:38.4,27.17530338,-13.98553331,13.47579477,13.15992959,14.0611105,t46,-0.7425,els,positive,,-0.585315722,,0.315865181,0.315865181,-0.15159962,-0.433716102
34:38.4,7.772432444,,13.49589782,13.16271091,,t46,-0.7425,ibs,positive,15.05611086,,-1.560213039,0.33318691,0.33318691,-1.126496937,-0.433716102
34:39.0,7.899074606,-14.03526352,14.03884442,13.23779438,14.0611105,t46,-0.7425,els,positive,,-0.022266075,,0.801050043,0.801050043,0.411450027,-0.433716102
34:39.1,10.08172535,,14.12903819,13.25026068,,t46,-0.745,ibs,positive,15.05611086,,-0.927072668,0.878777511,0.878777511,-0.493356566,-0.433716102
34:39.2,12.54212476,,14.29625303,13.27336767,,t46,-0.745,ibs,positive,15.05611086,,-0.759857825,1.022885359,1.022885359,-0.326141723,-0.433716102
34:39.5,14.72976206,,14.58015441,13.31258484,,t46,-0.745,ibs,positive,15.05611086,,-0.47595645,1.267569573,1.267569573,-0.042240348,-0.433716102
34:39.7,17.22160516,,14.77399438,13.33935077,,t46,-0.745,ibs,positive,15.05611086,,-0.282116482,1.434643609,1.434643609,0.15159962,-0.433716102
35:51.0,3.505276656,-2.836055759,27.14939554,22.78249427,27.11112976,t46,-0.777083333,els,negative,,0.038265777,,4.366901267,4.366901267,0.826479101,-0.788213324
35:51.3,7.6755292,-1.959143464,26.78199584,22.83056515,27.11112976,t46,-0.774166667,els,negative,,-0.32913392,,3.951430691,3.951430691,0.459079404,-0.788213324
35:52.0,25.6842224,-3.112064002,26.11334294,22.91805017,27.11112976,t46,-0.77125,els,negative,,-0.997786822,,3.195292765,3.195292765,-0.209573498,-0.788213324
35:56.5,14.55885917,,21.51258919,23.50889103,,t46,-0.759583333,ibs,negative,22.08112907,,-0.568539886,-1.99630184,1.99630184,0.219673438,-0.788213324
35:56.6,17.02989828,,21.50248925,23.51014351,,t46,-0.759583333,ibs,negative,22.08112907,,-0.578639826,-2.007654265,2.007654265,0.209573498,-0.788213324
35:56.6,12.38411958,,21.42245201,23.52006897,,t46,-0.759583333,ibs,negative,22.08112907,,-0.658677064,-2.097616961,2.097616961,0.12953626,-0.788213324
35:56.7,9.965177219,,21.31592437,23.53327959,,t46,-0.759583333,ibs,negative,22.08112907,,-0.765204708,-2.21735522,2.21735522,0.023008616,-0.788213324
